id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,land_slope,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,total_sf,bathrooms,porch_area,condition_1_pos,condition_2_pos,condition_1_neg,condition_2_neg,has_pool,has_fireplace,has_garage,has_basement,garage_and_cars,quality,fireplace_and_qual,liv_area_rms_abvgrnd,condition,salepricelog
2105,906380120,20,RL,68.0,8814,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,4,3,PConc,4.0,3.0,1.0,GLQ,925.0,Unf,0.0,349.0,1274.0,GasA,5,1,SBrkr,1274,0,0,1274,1.0,0.0,2,0,3,1,4,6,7,0,0.0,Attchd,2005.0,RFn,2.0,508.0,3.0,3.0,3,264,98,0,0,0,0,0,1,2007,New,203000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2548.0,3.0,362,0,0,0,0,0,0,1,1,1016.0,448.0,0.0,7644,135.0,12.220961258023925
1786,528435060,20,RL,83.0,9849,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4.0,3.0,3.0,Unf,0.0,Unf,0.0,1689.0,1689.0,GasA,5,1,SBrkr,1689,0,0,1689,0.0,0.0,2,0,3,1,4,7,7,0,0.0,Attchd,2007.0,RFn,3.0,954.0,3.0,3.0,3,0,56,0,0,0,0,0,6,2007,New,248328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3378.0,2.0,56,0,0,0,0,0,0,1,1,2862.0,448.0,0.0,11823,162.0,12.422505731952896
961,916382110,20,RL,79.0,14463,Pave,2,2,4,3,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,BrkFace,406.0,5,3,PConc,5.0,3.0,4.0,GLQ,1115.0,Unf,0.0,526.0,1641.0,GasA,5,1,SBrkr,1641,0,0,1641,1.0,0.0,2,0,3,1,5,7,7,0,0.0,Attchd,2008.0,Fin,3.0,885.0,3.0,3.0,3,0,95,0,0,0,0,0,1,2009,WD ,316500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3282.0,3.0,95,0,0,0,0,0,0,1,1,2655.0,1125.0,0.0,11487,135.0,12.665078520566368
1405,905403060,50,RL,50.0,5190,Pave,1,4,4,3,Norm,Norm,1Fam,1.5Fin,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1.0,Unf,0.0,Unf,0.0,570.0,570.0,GasA,3,1,SBrkr,617,462,0,1079,0.0,0.0,1,0,2,1,3,5,7,1,4.0,Attchd,1948.0,Unf,1.0,249.0,3.0,3.0,3,135,0,0,0,0,0,0,1,2008,WD ,125600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1649.0,1.0,135,0,0,0,0,0,1,1,1,249.0,189.0,4.0,5395,135.0,11.740857533016236
1324,902406020,20,RM,65.0,9750,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164.0,3,3,CBlock,3.0,3.0,1.0,Rec,200.0,Unf,0.0,784.0,984.0,GasA,4,1,SBrkr,984,0,0,984,1.0,0.0,1,0,2,1,2,5,7,0,0.0,Detchd,1959.0,Unf,1.0,308.0,3.0,3.0,1,0,0,0,0,0,0,0,6,2008,WD ,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1968.0,2.0,0,0,0,0,0,0,0,1,1,308.0,90.0,0.0,4920,162.0,11.608235644774552
1986,902205130,30,RM,50.0,6000,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3.0,1.0,ALQ,250.0,Unf,0.0,710.0,960.0,GasA,4,1,FuseA,960,0,0,960,0.0,0.0,1,0,2,1,2,5,7,0,0.0,Detchd,1997.0,Unf,1.0,308.0,3.0,3.0,3,0,0,168,0,0,0,0,7,2007,WD ,108500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1920.0,1.0,168,0,0,0,0,0,0,1,1,308.0,72.0,0.0,4800,108.0,11.594505451962652
307,911204090,20,C (all),66.0,8712,Grvl,1,3,4,2,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,3.0,3.0,3.0,Unf,0.0,Unf,0.0,540.0,540.0,GasA,3,0,FuseA,1044,0,0,1044,0.0,0.0,1,0,2,1,2,4,7,0,0.0,Basment,1952.0,Unf,2.0,504.0,3.0,3.0,1,0,0,0,0,0,0,54,6,2010,WD ,55993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1584.0,1.0,0,0,0,0,0,0,0,1,1,1008.0,60.0,0.0,4176,135.0,10.932981961904135
180,902206220,50,RM,69.0,11851,Pave,1,4,4,3,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3.0,3.0,1.0,BLQ,780.0,Unf,0.0,247.0,1027.0,GasA,5,1,SBrkr,1027,606,0,1633,0.0,0.0,1,0,3,1,4,7,7,1,4.0,Detchd,1948.0,Unf,1.0,240.0,3.0,3.0,3,0,100,126,0,0,0,0,6,2010,WD ,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2660.0,1.0,226,0,0,1,0,0,1,1,1,240.0,180.0,4.0,11431,252.0,11.76756768334381
2896,916402125,20,RL,54.0,13811,Pave,2,4,4,3,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,3,3,CBlock,4.0,4.0,1.0,GLQ,980.0,LwQ,40.0,92.0,1112.0,GasA,4,1,SBrkr,1137,0,0,1137,1.0,0.0,2,0,2,1,4,5,7,1,3.0,Attchd,1987.0,Unf,2.0,551.0,3.0,3.0,3,125,0,0,0,0,0,0,7,2006,WD ,176000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2249.0,3.0,125,0,0,0,0,0,1,1,1,1102.0,288.0,3.0,5685,216.0,12.078239274020289
668,535402090,20,RL,83.0,10143,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,3,3,CBlock,3.0,3.0,1.0,Rec,384.0,Unf,0.0,996.0,1380.0,GasA,2,1,SBrkr,1380,0,0,1380,0.0,0.0,1,1,3,1,3,6,7,0,0.0,Attchd,1963.0,Unf,1.0,364.0,3.0,3.0,3,0,0,0,0,216,0,0,6,2009,WD ,154000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2760.0,2.0,216,0,0,0,0,0,0,1,1,364.0,162.0,0.0,8280,189.0,11.944707881395766
1582,916402215,20,RL,93.0,18265,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,Plywood,HdBoard,BrkFace,228.0,4,4,CBlock,4.0,4.0,3.0,GLQ,920.0,Rec,60.0,276.0,1256.0,GasA,5,1,SBrkr,1256,0,0,1256,0.0,0.0,2,0,3,1,4,6,7,1,2.0,Attchd,1986.0,Unf,2.0,578.0,3.0,3.0,3,282,0,0,0,0,0,0,3,2008,WD ,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2512.0,2.0,282,0,0,0,0,0,1,1,1,1156.0,384.0,2.0,7536,240.0,12.100712129872347
2285,923225050,120,RM,44.0,4224,Pave,1,4,4,3,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4.0,3.0,1.0,ALQ,874.0,Unf,0.0,268.0,1142.0,GasA,3,1,SBrkr,1142,0,0,1142,1.0,0.0,1,1,3,1,3,6,7,1,1.0,Attchd,1976.0,Fin,2.0,528.0,3.0,3.0,3,536,90,0,0,0,0,0,8,2007,WD ,134000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2284.0,3.0,626,0,0,0,0,0,1,1,1,1056.0,180.0,1.0,6852,135.0,11.805595078933049
2079,905426010,20,RL,84.0,12615,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3.0,4.0,3.0,ALQ,477.0,Unf,0.0,725.0,1202.0,GasA,3,1,SBrkr,2158,0,0,2158,1.0,0.0,2,0,4,1,4,7,7,1,4.0,Attchd,1950.0,Unf,2.0,576.0,3.0,3.0,3,0,29,39,0,0,0,0,6,2007,WD ,243000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360.0,3.0,68,0,0,0,0,0,1,1,1,1152.0,216.0,4.0,15106,252.0,12.400816722322686
2272,916475020,20,RL,85.0,14536,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,4,3,PConc,4.0,3.0,3.0,GLQ,1300.0,Unf,0.0,316.0,1616.0,GasA,5,1,SBrkr,1629,0,0,1629,1.0,0.0,2,0,3,1,4,9,7,1,4.0,Attchd,2002.0,Fin,3.0,808.0,3.0,3.0,3,0,252,0,0,0,0,0,11,2007,WD ,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3245.0,3.0,252,0,0,0,0,0,1,1,1,2424.0,512.0,4.0,14661,135.0,12.506177237980511
2250,914452190,20,RL,71.0,9187,Pave,1,3,4,3,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3.0,3.0,1.0,ALQ,336.0,Unf,0.0,748.0,1084.0,GasA,3,1,SBrkr,1080,0,0,1080,0.0,0.0,1,1,3,1,3,5,7,0,0.0,Attchd,1983.0,Unf,2.0,484.0,3.0,3.0,3,120,0,158,0,0,0,0,6,2007,WD ,134000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2164.0,2.0,278,0,0,0,0,0,0,1,1,968.0,162.0,0.0,5400,180.0,11.805595078933049
502,528365070,60,RL,90.0,9900,Pave,1,1,4,2,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,4,3,PConc,4.0,3.0,4.0,GLQ,987.0,Unf,0.0,360.0,1347.0,GasA,5,1,SBrkr,1372,1274,0,2646,1.0,0.0,2,1,4,1,4,9,7,1,3.0,Attchd,1993.0,RFn,3.0,656.0,3.0,3.0,3,340,60,144,0,0,0,0,4,2009,WD ,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3993.0,4.0,544,0,0,0,0,0,1,1,1,1968.0,448.0,3.0,23814,135.0,12.468436909997665
2166,907420060,60,RL,64.0,8333,Pave,1,4,4,3,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,Unf,0.0,Unf,0.0,738.0,738.0,GasA,4,1,SBrkr,738,753,0,1491,0.0,0.0,2,1,3,1,4,7,7,1,4.0,Attchd,2006.0,RFn,2.0,484.0,3.0,3.0,3,100,30,0,0,0,0,0,5,2007,WD ,168675,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2229.0,3.0,130,0,0,0,0,0,1,1,1,968.0,448.0,4.0,10437,135.0,12.035729065495627
1622,527158090,80,RL,72.02564102564102,10147,Pave,2,4,4,3,Norm,Norm,1Fam,SLvl,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,3,3,PConc,4.0,3.0,1.0,LwQ,186.0,Unf,0.0,206.0,392.0,GasA,4,1,SBrkr,924,770,0,1694,0.0,0.0,2,1,3,1,3,7,7,1,3.0,BuiltIn,1994.0,Fin,2.0,398.0,3.0,3.0,3,256,64,0,0,0,0,0,3,2007,WD ,160000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2086.0,3.0,320,0,0,0,0,0,1,1,1,796.0,216.0,3.0,11858,135.0,11.982929094215963
1299,902136110,50,RM,44.0,5914,Pave,1,4,4,3,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,3,3,BrkTil,2.0,3.0,1.0,Unf,0.0,Unf,0.0,684.0,684.0,GasA,4,1,SBrkr,684,396,0,1080,0.0,0.0,1,0,3,1,4,5,7,0,0.0,,1980.0,,0.0,0.0,0.0,0.0,1,0,165,30,0,0,0,0,9,2008,WD ,95000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1764.0,1.0,195,0,0,0,0,0,0,0,1,0.0,120.0,0.0,5400,0.0,11.461632170582678
832,906392130,60,RL,79.0,11646,Pave,2,4,4,3,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,Unf,0.0,Unf,0.0,704.0,704.0,GasA,5,1,SBrkr,704,718,0,1422,0.0,0.0,2,1,3,1,4,7,7,1,4.0,Attchd,2005.0,Fin,2.0,440.0,3.0,3.0,3,36,28,0,0,0,0,0,7,2009,WD ,173000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2126.0,3.0,64,0,0,0,0,0,1,1,1,880.0,384.0,4.0,9954,135.0,12.061046873479915
2470,528488130,20,FV,60.0,7200,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,4.0,1.0,Unf,0.0,Unf,0.0,1293.0,1293.0,GasA,5,1,SBrkr,1301,0,0,1301,1.0,0.0,2,0,2,1,4,5,7,1,4.0,Attchd,2006.0,RFn,2.0,572.0,3.0,3.0,3,216,121,0,0,0,0,0,8,2006,New,187750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2594.0,3.0,337,0,0,0,0,0,1,1,1,1144.0,448.0,4.0,6505,180.0,12.142866569626381
1017,527301170,60,RL,46.0,20544,Pave,2,4,4,3,Norm,Norm,1Fam,2Story,7,6,1986,1991,Gable,CompShg,Plywood,Plywood,BrkFace,123.0,3,4,CBlock,4.0,3.0,1.0,Unf,0.0,Unf,0.0,791.0,791.0,GasA,4,1,SBrkr,1236,857,0,2093,0.0,0.0,2,1,3,1,3,7,7,1,3.0,Attchd,1986.0,Fin,2.0,542.0,3.0,3.0,3,364,63,0,0,0,0,0,11,2008,WD ,215000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2884.0,3.0,427,0,0,0,0,0,1,1,1,1084.0,252.0,3.0,14651,216.0,12.2783933071098
1384,905107380,20,RL,72.77464788732394,9981,Pave,2,4,4,3,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,340.0,3,3,CBlock,3.0,3.0,2.0,BLQ,221.0,Unf,0.0,852.0,1073.0,GasA,4,1,SBrkr,1073,0,0,1073,0.0,0.0,1,0,3,1,3,6,7,0,0.0,Attchd,1967.0,RFn,1.0,270.0,3.0,3.0,3,0,90,0,0,0,0,0,3,2008,WD ,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2146.0,1.0,90,0,0,0,0,0,0,1,1,270.0,135.0,0.0,6438,135.0,11.695247021764184
1790,528439080,20,RL,70.0,8251,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,143.0,4,3,PConc,4.0,4.0,3.0,GLQ,778.0,Unf,0.0,716.0,1494.0,GasA,5,1,SBrkr,1506,0,0,1506,1.0,0.0,2,0,3,1,4,7,7,1,4.0,Attchd,2005.0,RFn,2.0,672.0,3.0,3.0,3,192,35,0,0,0,0,0,4,2007,WD ,249000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3000.0,3.0,227,0,0,0,0,0,1,1,1,1344.0,448.0,4.0,10542,180.0,12.425208175446844
2530,534175100,20,RL,78.0,10140,Pave,1,4,4,3,RRAn,Norm,1Fam,1Story,7,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264.0,3,3,CBlock,3.0,3.0,1.0,BLQ,553.0,LwQ,68.0,713.0,1334.0,GasA,4,1,SBrkr,1334,0,0,1334,1.0,0.0,2,0,3,1,3,7,7,0,0.0,Attchd,1967.0,RFn,2.0,477.0,3.0,3.0,3,0,20,35,0,264,0,0,4,2006,WD ,164500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2668.0,3.0,319,0,0,1,0,0,0,1,1,954.0,189.0,0.0,9338,162.0,12.010665849187564
2893,916252170,120,RM,70.0,8239,Pave,2,4,4,3,Norm,Norm,TwnhsE,1Story,7,5,1986,1986,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,4,3,CBlock,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,GasA,4,1,SBrkr,1295,0,0,1295,0.0,0.0,2,0,2,1,4,5,7,0,0.0,Attchd,1986.0,RFn,1.0,312.0,3.0,3.0,3,0,0,0,0,0,0,0,11,2006,WD ,230000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295.0,2.0,0,0,0,0,0,0,0,1,0,312.0,0.0,0.0,6475,0.0,12.345834587905333
2027,903426010,70,RM,62.802547770700635,5700,Pave,2,4,4,3,Feedr,Norm,1Fam,2Story,7,6,1929,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,Rec,336.0,Unf,0.0,336.0,672.0,GasA,4,0,FuseA,672,672,0,1344,1.0,0.0,1,1,3,1,4,6,7,1,4.0,Attchd,1979.0,Unf,2.0,456.0,3.0,3.0,3,0,0,70,0,0,0,0,9,2007,WD ,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0,3.0,70,0,0,1,0,0,1,1,1,912.0,252.0,4.0,8064,162.0,11.84939770159144
683,535452140,20,RL,60.0,7200,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,4.0,1.0,ALQ,630.0,BLQ,102.0,0.0,732.0,GasA,3,1,SBrkr,732,0,0,732,1.0,0.0,1,0,2,1,3,4,7,0,0.0,Detchd,1952.0,Unf,1.0,240.0,3.0,3.0,3,0,68,0,0,0,0,0,9,2009,WD ,118900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464.0,2.0,68,0,0,0,0,0,0,1,1,240.0,135.0,0.0,2928,336.0,11.686038082678873
823,906378110,20,RL,71.0,9178,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,5,1,SBrkr,1468,0,0,1468,0.0,0.0,2,0,3,1,4,6,7,1,4.0,Attchd,2008.0,RFn,3.0,904.0,3.0,3.0,3,192,142,0,0,0,0,0,6,2009,WD ,239900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2936.0,2.0,334,0,0,0,0,0,1,1,1,2712.0,512.0,4.0,8808,135.0,12.387977448827787
2374,527452070,120,RL,53.0,4043,Pave,1,4,4,3,Norm,Norm,TwnhsE,1Story,6,5,1975,1975,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,1.0,ALQ,727.0,BLQ,156.0,186.0,1069.0,GasA,4,1,SBrkr,1069,0,0,1069,0.0,1.0,2,0,2,1,3,4,7,1,1.0,Attchd,1975.0,RFn,2.0,440.0,3.0,3.0,3,0,55,0,0,225,0,0,7,2006,WD ,146300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2138.0,3.0,280,0,0,0,0,0,1,1,1,880.0,216.0,1.0,4276,135.0,11.893414587008216
1594,923225080,120,RM,26.80952380952381,4224,Pave,1,4,4,3,Norm,Norm,TwnhsE,1Story,5,6,1975,1975,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4.0,3.0,1.0,GLQ,769.0,Unf,0.0,271.0,1040.0,GasA,4,1,SBrkr,1040,0,0,1040,0.0,0.0,1,0,3,1,3,6,7,0,0.0,Attchd,1975.0,Unf,2.0,499.0,3.0,3.0,3,0,100,0,0,0,0,0,6,2008,WD ,124000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2080.0,1.0,100,0,0,0,0,0,0,1,1,998.0,180.0,0.0,6240,162.0,11.728036844587175
2049,905100060,190,RL,75.0,11235,Pave,1,4,4,3,Norm,Norm,2fmCon,SFoyer,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3.0,3.0,ALQ,925.0,Unf,0.0,0.0,925.0,GasA,3,1,SBrkr,999,0,0,999,1.0,0.0,1,0,3,1,3,6,7,0,0.0,Detchd,1963.0,Unf,1.0,308.0,3.0,3.0,3,40,176,0,0,0,0,0,3,2007,WD ,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1924.0,2.0,216,0,0,0,0,0,0,1,1,308.0,180.0,0.0,5994,135.0,11.77528972943772
1813,531385070,20,RL,65.0,8450,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,3,3,PConc,4.0,3.0,1.0,Unf,0.0,Unf,0.0,1349.0,1349.0,GasA,5,1,SBrkr,1349,0,0,1349,0.0,0.0,2,0,3,1,3,6,7,0,0.0,Attchd,2000.0,Unf,2.0,539.0,3.0,3.0,3,120,55,0,0,0,0,0,12,2007,WD ,179000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2698.0,2.0,175,0,0,0,0,0,0,1,1,1078.0,252.0,0.0,8094,135.0,12.095141084822892
365,527180100,20,RL,99.0,11851,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,1.0,Unf,0.0,Unf,0.0,1424.0,1424.0,GasA,5,1,SBrkr,1442,0,0,1442,0.0,0.0,2,0,3,1,3,5,7,0,0.0,Attchd,1990.0,RFn,2.0,500.0,3.0,3.0,3,0,34,0,508,0,0,0,5,2009,WD ,180500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2866.0,2.0,542,0,0,0,0,0,0,1,1,1000.0,252.0,0.0,7210,135.0,12.103486056755072
176,902125160,30,RM,47.0,4608,Pave,1,4,4,3,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,1.0,Unf,0.0,Unf,0.0,747.0,747.0,GasA,3,1,SBrkr,747,0,0,747,0.0,0.0,1,0,2,1,3,4,7,0,0.0,Attchd,1945.0,Unf,1.0,220.0,3.0,3.0,3,0,0,0,0,0,0,0,6,2010,WD ,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1494.0,1.0,0,0,0,1,0,0,0,1,1,220.0,108.0,0.0,2988,216.0,11.289781913656018
510,528435030,20,RL,78.0,9262,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,CemntBd,CmentBd,Stone,194.0,4,3,PConc,4.0,3.0,1.0,Unf,0.0,Unf,0.0,1573.0,1573.0,GasA,5,1,SBrkr,1578,0,0,1578,0.0,0.0,2,0,3,1,5,7,7,1,4.0,Attchd,2008.0,Fin,3.0,840.0,3.0,3.0,3,0,36,0,0,0,0,0,5,2009,New,287090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3151.0,2.0,36,0,0,0,0,0,1,1,1,2520.0,640.0,4.0,11046,135.0,12.567551034433226
